puerto,departamento_id,latitud,longitud
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Bahía Blanca,6056,-38.789.246,-62.272.499
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Camarones,26028,-44.798.941,-65.709.705
Camarones,26028,-44.798.941,-65.709.705
Camarones,26028,-44.798.941,-65.709.705
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
Necochea / Quequén,6581,-38.576.184,-58.701.949
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
San Clemente del Tuyú,6420,-36.342.328,-56.746.143
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Ushuaia,94015,-54.808.106,-68.304.301
Bahía Blanca,6056,-38.789.246,-62.272.499
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Caleta Olivia / Paula,78014,-46.436.049,-67.514.904
Camarones,26028,-44.798.941,-65.709.705
Camarones,26028,-44.798.941,-65.709.705
Camarones,26028,-44.798.941,-65.709.705
Camarones,26028,-44.798.941,-65.709.705
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
Comodoro Rivadavia,26021,-45.862.528,-6.746.664
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
General Lavalle,6336,-36.398.453,-56.946.467
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Mar del Plata,6357,-3.804.915,-57.536.848
Necochea / Quequén,6581,-38.576.184,-58.701.949
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
otros puertos Buenos Aires,6999,,
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Deseado,78014,-47.753.106,-65.911.745
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Puerto Madryn,26007,-42.723.398,-6.503.362
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Rawson,26077,-43.336.741,-65.061.964
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Río Salado,6168,-35.745.949,-57.380.561
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
Rosales,6182,-3.889.977,-62.079.012
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Este,62077,-4.079.875,-64.883.536
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
San Antonio Oeste,62077,-40.725.698,-64.934.194
